Description,Data.Sugar Total,Data.Carbohydrate,Data.Fiber,Data.Kilocalories,Data.Fat.Saturated Fat,Diabetic_Suitability
"ALCOHOLIC BEV,DISTILLED,RUM,80 PROOF",0.0,0.0,0.0,231,0.0,1
"ALCOHOLIC BEV,DISTILLED,VODKA,80 PROOF",0.0,0.0,0.0,231,0.0,1
"ALCOHOLIC BEV,DISTILLED,WHISKEY,86 PROOF",0.100000001,0.1,0.0,250,0.0,1
"ALCOHOLIC BEV,WINE,DSSRT,SWT",7.78000021,13.69,0.0,160,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,ALL",0.790000021,2.72,0.0,83,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH SMOOTHIES,PEACH MANGO",7.349999905,7.76,0.0,37,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH SMOOTHIES,STRAWBERRY BANANA",7.349999905,8.16,0.0,37,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH SMOOTHIES,TROPICAL COLADA",7.320000172,8.54,0.400000006,41,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED",0.620000005,2.61,0.0,85,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,CABERNET SAUVIGNON",0.0,2.6,0.0,83,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,CABERNET FRANC",0.0,2.45,0.0,83,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,PINOT NOIR",0.0,2.31,0.0,82,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,SYRAH",0.0,2.58,0.0,83,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,BARBERA",0.0,2.79,0.0,85,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,ZINFANDEL",0.0,2.86,0.0,88,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,PETITE SIRAH",0.0,2.68,0.0,85,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,CLARET",0.0,3.01,0.0,83,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,WHITE",0.959999979,2.6,0.0,82,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,LEMBERGER",0.0,2.46,0.0,80,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,SANGIOVESE",0.0,2.62,0.0,86,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,CARIGNANE",0.0,2.4,0.0,74,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,WHITE,PINOT GRIS (GRIGIO)",0.0,2.06,0.0,83,0.0,1
"BEEF BROTH&TOMATO JUC,CND",0.0,8.5,0.100000001,37,0.032,1
"ALCOHOLIC BEV,WINE,TABLE,WHITE,CHENIN BLANC",0.0,3.31,0.0,80,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,WHITE,FUME BLANC",0.0,2.27,0.0,82,0.0,1
"MIXED VEG & FRUIT JUC DRK,W/ ADDED NUTR",2.099999905,7.47,0.0,29,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,WHITE,MULLER THURGAU",0.0,3.48,0.0,76,0.0,1
"CARBONATED BEV,CLUB SODA",0.0,0.0,0.0,0,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,WHITE,GEWURZTRAMINER",0.0,2.6,0.0,81,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,WHITE,SEMILLON",0.0,3.12,0.0,82,0.0,1
"CARBONATED BEV,CRM SODA",13.30000019,13.3,0.0,51,0.0,1
"DRINK MIX,QUAKER OATS,GATORADE,LEMON-LIME FLAVOR,PDR",89.69999695,95.3,0.0,364,0.0,0
"ALCOHOLIC BEV,WINE,TABLE,WHITE,RIESLING",0.0,3.74,0.0,80,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,WHITE,SAUVIGNON BLANC",0.0,2.05,0.0,81,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,WHITE,LATE HARVEST",0.0,13.39,0.0,112,0.0,1
"CARBONATED BEV,GINGER ALE",8.699999809,8.77,0.0,34,0.0,1
"TEA,RTD,NESTLE,COOL NESTEA ICE TEA LEMON FLAVOR",9.090000153,9.09,0.0,36,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,WHITE,PINOT BLANC",0.0,1.94,0.0,81,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,WHITE,MUSCAT",0.0,5.23,0.0,82,0.0,1
"CARBONATED BEV,GRAPE SODA",0.0,11.2,0.0,43,0.0,1
"CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE",0.0,0.0,0.0,0,0.0,1
"CARBONATED BEV,LEMON-LIME SODA,CONTAINS CAFFEINE",10.18999958,10.42,0.0,41,0.0,1
"CARBONATED BEV,SPRITE,LEMON-LIME,WO/ CAFFEINE",8.979999542,10.14,0.0,40,0.0,1
"CARBONATED BEV,LO CAL,COLA OR PEPPR-TYPE,W/ ASPRT,WO/ CAFFEN",0.0,0.15,0.0,1,0.0,1
"CARBONATED BEV,COLA,WO/CAFFEINE",10.57999992,10.58,0.0,41,0.0,1
"CARBONATED BEV,COLA,W/HIGHER CAFFEINE",10.57999992,10.58,0.0,41,0.0,1
"CARBONATED BEV,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS",5.159999847,5.16,0.0,20,0.0,1
"CARBONATED BEV,ORANGE",0.0,12.3,0.0,48,0.0,1
"CARB BEV,LO CAL,OTHR THN COLA OR PEPPER,W/ ASPRT,CONTNS CAFF",0.0,0.0,0.0,0,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,BURGUNDY",0.0,3.69,0.0,86,0.0,1
"CARBONATED BEV,PEPPER-TYPE,CONTAINS CAFFEINE",0.0,10.4,0.0,41,0.07,1
"ENGY DRK,RED BULL,W/ ADD CAFFEINE,NIACIN,PANTO,VIT B6 & B12",10.06000042,10.94,0.0,45,0.0,1
"CARBONATED BEV,TONIC H2O",8.800000191,8.8,0.0,34,0.0,1
"ENG DRK,RED BULL,SGR FR,W/ADD CAFF,NIACIN,PANTO,VIT B6 & B12",0.0,0.7,0.0,5,0.0,1
"CARBONATED BEV,ROOT BEER",10.60000038,10.6,0.0,41,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,GAMAY",0.0,2.38,0.0,78,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,MOUVEDRE",0.0,2.64,0.0,88,0.0,1
"CARBONATED BEV,LO CAL,COLA OR PEPR,W/ NA SACC,CONTAINS CAFFN",0.0,0.1,0.0,0,0.0,1
"CAROB-FLAVOR BEV MIX,PDR",0.0,93.3,8.0,372,0.03,0
"CAROB-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",0.0,8.68,0.400000006,75,1.779,1
"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,WO/ ADDED NUTR",83.87999725,90.9,4.800000191,405,1.834,0
"CHOCOLATE-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",12.10000038,11.91,0.400000006,85,1.86,1
CHOCOLATE SYRUP,49.65000153,65.1,2.599999905,279,0.519,0
"CHOCOLATE SYRUP,PREP W/ WHL MILK",11.31000042,12.78,0.300000012,90,1.681,1
"CLAM&TOMATO JUC,CND",3.309999943,10.95,0.400000006,48,0.0,1
"COCOA MIX,PDR",65.55000305,83.73,3.700000048,398,2.377,0
"COCOA MIX,PDR,PREP W/ H2O",9.029999733,11.54,0.5,55,0.328,1
"COCOA MIX,NESTLE,HOT COCOA MIX RICH CHOC W/ MARSHMALLOWS",65.0,75.0,3.700000048,400,15.0,0
"COCOA MIX,NO SUGAR ADDED,PDR",37.65000153,71.93,7.5,377,1.777,0
"COCOA MIX,NESTLE,RICH CHOC HOT COCOA MIX",60.0,75.0,4.0,400,10.0,0
"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O,DECAFFEINATED",0.0,0.0,0.0,0,0.002,1
"COFFEE,BREWED,ESPRESSO,REST-PREP,DECAFFEINATED",0.0,0.0,0.0,0,0.092,1
"COFFEE,INST,REG,PDR,HALF THE CAFFEINE",0.0,70.6,0.0,350,0.197,0
"COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED",34.97999954,71.4,4.800000191,257,11.376,0
"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O",0.0,0.0,0.0,1,0.002,1
"COFFEE,BREWED,ESPRESSO,REST-PREP",0.0,0.0,0.0,2,0.092,1
"COFFEE,INST,REG,PDR",0.0,41.1,0.0,241,0.197,1
"COFFEE,INST,REG,PREP W/H2O",0.0,0.34,0.0,2,0.002,1
"COFFEE,INST,DECAFFEINATED,PDR",0.0,42.6,0.0,224,0.101,1
"COFFEE,INST,DECAFFEINATED,PDR,PREP W/H2O",0.0,0.43,0.0,2,0.001,1
"COFFEE,INST,W/CHICORY,PDR",0.0,74.2,0.5,351,0.071,0
"COFFEE,INST,W/ CHICORY,PREP W/ H2O",0.0,0.75,0.0,3,0.001,1
"COFFEE,INST,W/SUGAR,MOCHA-FLAVOR,PDR",58.20000076,74.04,1.899999976,460,4.934,0
"COFFEE,INST,W/SUGAR,CAPPUCCINO-FLAVOR PDR",69.16000366,85.94,1.200000048,406,3.422,0
"COFFEE,INST,W/SUGAR,FRENCH-FLAVOR,PDR",41.74000168,65.67,0.0,484,4.997,0
"COFFEE SUB,CRL GRAIN BEV,PDR",4.630000114,78.42,23.29999924,360,0.603,0
"COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O",0.079999998,1.3,0.400000006,6,0.01,1
"CRANBERRY-APPLE JUC DRK,BTLD",14.5,15.85,0.0,63,0.013,1
"CRANBERRY-APRICOT JUC DRK,BTLD",0.0,16.2,0.100000001,64,0.0,1
"CRANBERRY-GRAPE JUC DRK,BTLD",0.0,14.0,0.100000001,56,0.033,1
"CRANBERRY JUC COCKTAIL,BTLD",11.86999989,13.52,0.0,54,0.009,1
"CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR",4.590000153,4.6,0.0,19,0.0,1
"EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK",12.65999985,14.2,0.0,95,1.701,1
"CITRUS FRUIT JUC DRK,FRZ CONC",28.62999916,40.2,0.200000003,162,0.007,0
"CITRUS FRUIT JUC DRK,FRZ CONC,PREP W/H2O",8.130000114,11.42,0.100000001,46,0.002,1
"FRUIT PUNCH DRK,WO/ ADDED NUTR,CND",11.28999996,11.97,0.0,48,0.0,1
"FRUIT PUNCH DRK,W/ ADDED NUTR,CND",11.28999996,11.97,0.200000003,47,0.0,1
"FRUIT PUNCH DRK,FRZ CONC",0.0,41.4,0.400000006,162,0.003,1
"FRUIT PUNCH DRK,FRZ CONC,PREP W/H2O",0.0,11.66,0.100000001,46,0.001,1
"GRAPE DRINK,CANNED",13.06000042,15.75,0.0,61,0.0,1
"GRAPE JUICE DRINK,CANNED",14.10999966,14.55,0.100000001,57,0.0,1
"LEMONADE,POWDER",94.44000244,94.44,0.0,389,0.0,0
"LEMONADE,PDR,PREP W/H2O",9.720000267,9.72,0.0,37,0.0,1
"LEMONADE,LO CAL,W/ASPRT,PDR",0.0,83.7,0.100000001,332,0.039,0
"LEMONADE,LO CAL,W/ASPRT,PDR,PREP W/H2O",0.0,0.68,0.0,3,0.0,1
"LEMONADE,FRZ CONC,WHITE",45.02999878,47.0,0.200000003,181,0.025,0
"LEMONADE,FRZ CONC,WHITE,PREP W/H2O",9.979999542,10.42,0.0,40,0.006,1
"LEMONADE-FLAVOR DRK,PDR",94.44000244,94.44,0.0,389,0.003,0
"LEMONADE-FLAVOR DRK,PDR,PREP W/H2O",6.679999828,6.68,0.0,26,0.0,1
"LIMEADE,FRZ CONC",59.95999908,62.32,0.0,247,0.0,0
"LIMEADE,FRZ CONC,PREP W/H2O",13.27000046,13.79,0.0,52,0.0,1
MALT BEVERAGE,8.050000191,8.05,0.0,37,0.024,1
"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR",63.38000107,83.59,1.899999976,372,0.679,0
"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",8.369999886,10.67,0.0,86,1.83,1
"MALTED DRK MIX,NAT,PDR",47.61999893,71.21,0.100000001,428,4.762,0
"MALTED DRK MIX,NAT,PDR,PREP W/ WHL MILK",9.56000042,10.23,0.100000001,88,2.039,1
"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR",70.55999756,84.6,4.699999809,389,1.964,0
"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",10.48999977,10.92,0.400000006,84,1.868,1
"MALTED DRK MIX,CHOC,PDR",66.66999817,86.94,4.800000191,411,2.381,0
"MALTED DRK MIX,CHOC,PDR,PREP W/ WHL MILK",6.679999828,11.2,0.5,85,1.883,1
"ORANGE DRK,CND,W/ ADDED VIT C",11.02999973,12.34,0.0,49,0.002,1
"ORANGE&APRICOT JUC DRK,CND",12.06000042,12.7,0.100000001,51,0.01,1
"PINEAPPLE&GRAPEFRUIT JUC DRK,CND",11.52000046,11.6,0.100000001,47,0.006,1
"PINEAPPLE&ORANGE JUC DRK,CND",11.59000015,11.8,0.100000001,50,0.0,1
"SHAKE,FAST FOOD,CHOCOLATE",18.60000038,20.5,1.899999976,127,2.313,0
"SHAKE,FAST FOOD,VANILLA",13.63000011,19.59,0.899999976,148,3.962,1
"STRAWBERRY-FLAVOR BEV MIX,PDR",95.44999695,99.1,0.0,389,0.0,0
"STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",0.0,12.3,0.0,88,1.91,1
"TEA,BREWED,PREP W/TAP H2O,DECAFFEINATED",0.0,0.3,0.0,1,0.002,1
"TEA,INST,UNSWTND,PDR,DECAFFEINATED",5.53000021,58.66,8.5,315,0.0,0
"TEA,BREWED,PREP W/TAP H2O",0.0,0.3,0.0,1,0.002,1
"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAV,PDR,DECAFFEINATED",1.879999995,85.4,0.0,338,0.0,0
"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED",95.29000092,98.55,0.0,385,0.091,0
"TEA,INST,UNSWTND,PDR",5.53000021,58.66,8.5,315,0.0,0
"TEA,INST,UNSWTND,PDR,PREP",0.02,0.17,0.0,1,0.0,1
"TEA,INST,UNSWTND,LEMON-FLAVORED,PDR",4.519999981,78.52,5.0,345,0.047,0
"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR",95.29000092,98.55,0.699999988,401,0.097,0
"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR,PREP",8.329999924,8.61,0.100000001,35,0.008,1
"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PDR",1.879999995,85.4,0.0,338,0.0,0
"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PREP",0.01,0.44,0.0,2,0.0,1
"TEA,HERB,OTHER THAN CHAMOMILE,BREWED",0.0,0.2,0.0,1,0.002,1
"SPORTS DRK,FRUIT-FLAVORED,LO CAL,RTD",0.0,3.0,0.0,11,0.0,1
"WATER,BTLD,PERRIER",0.0,0.0,0.0,0,0.0,1
"WATER,BTLD,POLAND SPRING",0.0,0.0,0.0,0,0.0,1
"COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O",2.930000067,5.61,0.600000024,29,0.139,1
"CARBONATED BEV,COLA,CONTAINS CAFFEINE",8.970000267,9.56,0.0,37,0.0,1
"FRUIT PUNCH JUC DRK,FRZ CONC",0.0,43.1,0.200000003,175,0.087,1
"FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/H2O",0.0,10.44,0.0,42,0.021,1
"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR",92.30999756,98.94,0.400000006,386,0.0,0
"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR,PREP W/ H2O",11.80000019,12.65,0.100000001,49,0.0,1
"ORANGE-FLAVOR DRK,BRKFST TYPE,LO CAL,PDR",2.599999905,85.9,3.799999952,217,0.0,0
"WATER,TAP,DRINKING",0.0,0.0,0.0,0,0.0,1
"WATER,TAP,WELL",0.0,0.0,0.0,0,0.0,1
"ALCOHOLIC BEV,LIQUEUR,COFFEE,53 PROOF",46.43000031,46.8,0.0,326,0.106,0
"ALCOHOLIC BEV,LIQUEUR,COFFEE W/CRM,34 PROOF",19.76000023,20.9,0.0,327,9.664,0
"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF",0.0,0.29,0.0,2,0.0,1
"COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK",0.0,5.6,0.100000001,65,2.061,1
"DAIRY DRK MIX,CHOC,RED CAL,W/ASPRT,PDR",32.93999863,51.4,9.399999619,329,1.871,0
"DAIRY DRK MIX,CHOC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE",2.890000105,4.51,0.800000012,29,0.164,1
"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC",41.84999847,42.9,0.200000003,172,0.078,0
"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC,PREP W/H2O",11.90999985,12.21,0.0,49,0.022,1
"ORANGE DRK,BRKFST TYPE,W/ JUC & PULP,FRZ CONC",38.04999924,39.0,0.100000001,153,0.002,0
"ORANGE DRK,BRKFST TYPE,W/JUC&PULP,FRZ CONC,PREP W/H2O",11.05000019,11.32,0.0,45,0.001,1
"SHAKE,FAST FD,STRAWBERRY",0.0,18.9,0.400000006,113,1.734,1
"WATER,TAP,MUNICIPAL",0.0,0.0,0.0,0,0.0,1
"CRANBERRY JUC COCKTAIL,FRZ CONC",42.5,51.45,0.200000003,201,0.0,0
"CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O",9.760000229,11.81,0.0,47,0.0,1
"WATER,BTLD,NON-CARBONATED,DANNON",0.0,0.0,0.0,0,0.0,1
"WATER,BTLD,NON-CARBONATED,PEPSI,AQUAFINA",0.0,0.0,0.0,0,0.0,1
"WATER,BTLD,NON-CARBONATED,DASANI",0.0,0.0,0.0,0,0.0,1
"ORANGE BRKFST DRK,RTD",6.559999943,10.8,0.200000003,43,0.0,1
"ORANGE BRKFST DRK,RTD,W/ ADDED NUTR",8.020000458,13.2,0.100000001,53,0.0,1
"WATER,BTLD,NON-CARBONATED,CALISTOGA",0.0,0.0,0.0,0,0.0,1
"WATER,BTLD,NON-CARBONATED,CRYSTAL GEYSER",0.0,0.0,0.0,0,0.0,1
"WATER,BTLD,NON-CARBONATED,NAYA",0.0,0.0,0.0,0,0.0,1
"WATER,BTLD,NON-CARBONATED,DANNON FLUORIDE TO GO",0.0,0.03,0.0,0,0.0,1
"DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR",80.5,94.11,0.0,388,0.0,0
"SPORTS DRK,PEPSICO,GATORADE,FRUIT-FLAVORED,RTD",5.239999771,6.43,0.0,26,0.0,1
"SPORTS DRK,COCA-COLA,POWERADE,LEMON-LIME FLAV,RTD",6.110000134,7.84,0.0,32,0.008,1
"QUAKER OATS,PROPEL FITNESS H2O,FRUIT-FLAVORED,NON-CARBONATED",1.220000029,1.22,0.0,5,0.0,1
"TEA,RTD,ARIZONA ICED TEA,W/ LEMON FLAVOR",9.630000114,9.77,0.0,39,0.0,1
"TEA,RTD,LIPTON BRISK ICED TEA,W/ LEMON FLAVOR",8.68999958,8.81,0.0,35,0.0,1
"WHISKEY SOUR MIX,BTLD,W/ K&NA",0.0,21.4,0.0,84,0.008,1
"ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14530",0.0,13.1,0.0,149,0.005,1
"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 94 PROOF",0.0,0.0,0.0,275,0.0,1
"ALCOHOLIC BEV,DISTILLED,ALL 100 PROOF",0.0,0.0,0.0,295,0.0,1
"ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF",32.20000076,32.2,0.0,308,0.106,0
"ALCOHOLIC BEV,WINE,DSSRT,DRY",1.090000033,11.67,0.0,152,0.0,1
"CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF",0.0,0.1,0.0,0,0.0,1
"COCOA MIX,W/ ASPT,LO CAL,PDR,W/ ADD CA P,WO/ ADD NA OR VIT A",55.58000183,58.0,1.100000024,359,1.777,0
"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA",95.19999695,97.7,0.0,382,0.057,0
"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA,PREP W/H2O",9.229999542,9.47,0.0,37,0.006,1
"LEMONADE,FRZ CONC,PINK",0.0,47.1,0.400000006,181,0.026,0
"LEMONADE,FRZ CONC,PINK,PREP W/H2O",0.0,10.42,0.100000001,40,0.006,1
"TEA,BREWED,PREP W/DISTILLED H2O",0.0,0.3,0.0,1,0.002,1
"TEA,HERB,CHAMOMILE,BREWED",0.0,0.2,0.0,1,0.002,1
"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR",0.0,97.6,0.0,385,0.037,0
"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 86 PROOF",0.0,0.1,0.0,250,0.0,1
"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 90 PROOF",0.0,0.0,0.0,263,0.0,1
"CARBONATED BEV,CHOCOLATE-FLAVORED SODA",10.69999981,10.7,0.0,42,0.0,1
"WINE,NON-ALCOHOLIC",1.100000024,1.1,0.0,6,0.0,1
"WATER,BTLD,GENERIC",0.0,0.0,0.0,0,0.0,1
"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,W/ ADDED NUTR",81.81999969,90.28,4.5,400,2.273,0
"CHOC-FLV BEV MIX FOR MILK,PDR,W/ ADD NUTR,PREP W/ WHL MILK",11.59000015,11.61,0.0,88,1.897,1
"WATER,BTLD,NON-CARBONATED,EVIAN",0.0,0.0,0.0,0,0.0,1
"TEA,RTD,UNSWTND,WENDY'S,FAST FD,WO/ ICE",0.0,0.0,0.0,1,0.0,1
"ALCOHOLIC BEV,WINE,TABLE,RED,MERLOT",0.620000005,2.51,0.0,83,0.0,1
"WATER,NON-CARBONATED,FRUIT FLAVORS,SWTND W/ LO CAL SWTNR",0.0,0.15,0.0,1,0.0,1
"WATER W/ ADDED VITAMINS & MINERALS,SWTND, FRUIT FLAVORS",5.489999771,5.49,0.0,22,0.0,1
"BREAKFAST TYPE DRK,ORANGE FLAVOR,RED SUGAR",0.029999999,0.9,0.0,4,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET BERRY BLEND",0.409999996,1.23,0.0,4,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET FRUIT MEDLEY",0.839999974,1.26,0.0,4,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH,DIET STRAWBERRY KIWI",0.839999974,1.26,0.0,4,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH,DIET TROPICAL BLEND",0.419999987,1.26,0.0,4,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,BERRY BLEND",7.409999847,7.41,0.0,29,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,FRUIT MEDLEY",7.820000172,7.82,0.0,33,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC,GUAVA PASSION FRUIT",7.820000172,7.82,0.0,33,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,MANGO PEACH",8.229999542,8.23,0.0,33,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORANGE PNAPPL",7.409999847,7.41,0.0,29,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORCHARD BLEND",7.820000172,7.82,0.0,33,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY BANANA",7.409999847,7.41,0.0,29,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY KIWI",7.409999847,7.41,0.0,29,0.0,1
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,TROPICAL BLEND",7.409999847,7.41,0.0,29,0.0,1
"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,PEACH MANGO",10.56999969,11.38,0.0,49,0.0,1
"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,STRAWBERRY BANANA",10.15999985,11.79,0.0,49,0.0,1
"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,TROPICAL",10.15999985,11.38,0.0,49,0.0,1
"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,ACAI BERRY",10.56999969,10.98,0.0,45,0.0,1
"COFFEE SUB,RSTD GRAIN BEV,NAT TOUCH KAFFREE ROMA,PDR",3.5,84.3,0.0,358,0.0,0
"ANCHOVY,EUROPEAN,RAW",0.0,0.0,0.0,131,1.282,1
"ANCHOVY,EUROPEAN,CND IN OIL,DRND SOL",0.0,0.0,0.0,210,2.203,1
"BASS,FRSH H2O,MXD SP,RAW",0.0,0.0,0.0,114,0.78,1
"BASS,STRIPED,RAW",0.0,0.0,0.0,97,0.507,1
"BLUEFISH,RAW",0.0,0.0,0.0,124,0.915,1
"BURBOT,RAW",0.0,0.0,0.0,90,0.163,1
"BUTTERFISH,RAW",0.0,0.0,0.0,146,3.38,1
"CARP,RAW",0.0,0.0,0.0,127,1.083,1
"CARP,COOKED,DRY HEAT",0.0,0.0,0.0,162,1.388,1
"CATFISH,CHANNEL,WILD,RAW",0.0,0.0,0.0,95,0.722,1
"CATFISH,CHANNEL,CKD,BREADED&FRIED",0.0,8.04,0.699999988,229,3.288,1
"CAVIAR,BLACK&RED,GRANULAR",0.0,4.0,0.0,252,4.06,1
"CISCO,RAW",0.0,0.0,0.0,98,0.421,1
"CISCO,SMOKED",0.0,0.0,0.0,177,1.741,1
"COD,ATLANTIC,RAW",0.0,0.0,0.0,82,0.131,1
"COD,ATLANTIC,CKD,DRY HEAT",0.0,0.0,0.0,105,0.168,1
"COD,ATLANTIC,CND,SOL&LIQ",0.0,0.0,0.0,105,0.167,1
"COD,ATLANTIC,DRIED&SALTED",0.0,0.0,0.0,290,0.462,1
"COD,PACIFIC,RAW",0.0,0.0,0.0,82,0.081,1
"CROAKER,ATLANTIC,RAW",0.0,0.0,0.0,104,1.088,1
"CROAKER,ATLANTIC,CKD,BREADED&FRIED",0.0,7.54,0.400000006,221,3.476,1
"CUSK,RAW",0.0,0.0,0.0,87,0.13,1
"DOLPHINFISH,RAW",0.0,0.0,0.0,85,0.188,1
"DRUM,FRESHWATER,RAW",0.0,0.0,0.0,119,1.119,1
"EEL,MIXED SPECIES,RAW",0.0,0.0,0.0,184,2.358,1
"EEL,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,236,3.023,1
"FISH PORTIONS&STKS,FRZ,PREHTD",2.5,21.18,1.399999976,249,2.758,1
"FLATFISH (FLOUNDER&SOLE SP),RAW",0.0,0.0,0.0,91,0.283,1
"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT",0.0,0.0,0.0,117,0.363,1
"GEFILTEFISH,COMM,SWT RECIPE",0.0,7.41,0.0,84,0.412,1
"GROUPER,MIXED SPECIES,RAW",0.0,0.0,0.0,92,0.233,1
"GROUPER,MXD SP,CKD,DRY HEAT",0.0,0.0,0.0,118,0.299,1
"HADDOCK,RAW",0.0,0.0,0.0,87,0.13,1
